Grouping,black box woodland,lignum shrubland,mixed woodland,red gum woodland,shrublands
19.25,21047.5,8545.48,17436.24,778942.93,736309.21
19.4,36930.47,26927.3,27941.69,1901259.97,975149.52
21.5,352152.9,807541.1,156216.3,5634662.6,1711966.3
22.8,772928.6,1817062.3,464124.5,9687502.9,2416300.4
24.3,833942.1,2068462.8,464124.5,10688421.7,2468292.8
