Y down X across,13.2,13.3,13.4,13.5,13.6,13.7,13.8,13.9,14,14.1,14.2,14.34,16
0,19.9534906,10.86977369,3.289221327,0,0,0,0,0,0,0,0,0,0
200,35.99683544,26.57508631,18.90822785,13.45416187,5.861622555,0,0,0,0,0,0,0,0
400,54.26016494,44.99664365,37.85721135,31.71269659,24.19927119,16.8296893,6.844553126,0,0,0,0,0,0
600,75.15583046,65.35769083,58.21825853,51.74290372,44.3517453,36.61536249,26.59666283,16.11047181,8.136747219,0.997314921,0,0,0
800,100,89.93335251,82.31444189,74.91848868,67.03586498,58.65218642,47.83995013,36.80715382,28.31799003,20.70387418,18.08592252,26.14115842,0
10000,100,89.93335251,82.31444189,74.91848868,67.03586498,58.65218642,47.83995013,36.80715382,28.31799003,20.70387418,18.08592252,26.14115842,0
