Date,Lock6,Lock5,Lock4,Lock3,Lock2,Lock1,Chowilla
13/10/1979,19.25803333,16.3261,13.22903333,9.834666667,6.1177,3.219033333,16.4
14/10/1979,19.2577,16.3247,13.22733333,9.8323,6.117366667,3.218966667,16.4
15/10/1979,19.25666667,16.32286667,13.22483333,9.829966667,6.117333333,3.218833333,16.4
16/10/1979,19.2576,16.3217,13.2217,9.8277,6.117266667,3.218166667,16.4
17/10/1979,19.25886667,16.32143333,13.2192,9.825533333,6.1169,3.2171,16.4
18/10/1979,19.25913333,16.32153333,13.2176,9.8229,6.116266667,3.215733333,16.4
19/10/1979,19.2597,16.3208,13.2166,9.8201,6.115666667,3.214366667,16.4
20/10/1979,19.26013333,16.3193,13.2158,9.8168,6.1153,3.214133333,16.4
21/10/1979,19.26083333,16.31716667,13.21476667,9.813466667,6.114966667,3.214733333,16.4
22/10/1979,19.2616,16.31553333,13.21466667,9.810333333,6.114433333,3.2154,16.4
23/10/1979,19.2616,16.3139,13.2144,9.808,6.113166667,3.215866667,16.4
24/10/1979,19.2613,16.31146667,13.21313333,9.806033333,6.111833333,3.215466667,16.4
25/10/1979,19.26083333,16.30913333,13.21173333,9.8044,6.1105,3.2145,16.4
26/10/1979,19.2598,16.3061,13.21046667,9.803033333,6.109233333,3.213766667,16.4
27/10/1979,19.25883333,16.3039,13.21046667,9.8017,6.1082,3.2138,16.4
28/10/1979,19.2591,16.30256667,13.20973333,9.800233333,6.1074,3.213266667,16.4
29/10/1979,19.2598,16.30173333,13.20856667,9.798133333,6.107333333,3.213033333,16.4
30/10/1979,19.2609,16.3016,13.208,9.7955,6.107266667,3.213266667,16.4
31/10/1979,19.2622,16.30143333,13.20803333,9.7929,6.106966667,3.2131,16.4
1/11/1979,19.26226667,16.3016,13.20816667,9.790566667,6.1067,3.212166667,16.4
2/11/1979,19.2621,16.3013,13.20756667,9.788433333,6.106666667,3.211166667,16.4
3/11/1979,19.26216667,16.3005,13.20656667,9.786733333,6.106466667,3.2101,16.4
4/11/1979,19.2616,16.29813333,13.2046,9.786133333,6.1056,3.208933333,16.4
5/11/1979,19.26103333,16.29613333,13.2037,9.785033333,6.104833333,3.2082,16.4
6/11/1979,19.26096667,16.29443333,13.2037,9.7834,6.103866667,3.2076,16.4
7/11/1979,19.26076667,16.29283333,13.2038,9.7818,6.102866667,3.207066667,16.4
8/11/1979,19.25996667,16.29146667,13.20333333,9.780433333,6.101933333,3.205933333,16.4
9/11/1979,19.25976667,16.29006667,13.20316667,9.779166667,6.101233333,3.205333333,16.4
10/11/1979,19.25996667,16.2883,13.2025,9.778066667,6.100766667,3.205233333,16.4
11/11/1979,19.25936667,16.2864,13.2023,9.777066667,6.101166667,3.205066667,16.4
12/11/1979,19.2608,16.28643333,13.20543333,9.777333333,6.1023,3.205366667,16.4
13/11/1979,19.26213333,16.2884,13.2103,9.777966667,6.104166667,3.205566667,16.4
14/11/1979,19.26233333,16.2898,13.21516667,9.778566667,6.105533333,3.2051,16.4
15/11/1979,19.26266667,16.291,13.21946667,9.778966667,6.1057,3.2039,16.4
16/11/1979,19.26333333,16.29163333,13.2234,9.779566667,6.106266667,3.202966667,16.4
17/11/1979,19.26493333,16.292,13.22686667,9.78,6.108033333,3.202266667,16.4
18/11/1979,19.26593333,16.29253333,13.2298,9.780966667,6.110433333,3.2018,16.4
19/11/1979,19.26783333,16.29393333,13.2332,9.783266667,6.112366667,3.202,16.4
20/11/1979,19.26996667,16.296,13.23593333,9.7857,6.114233333,3.201866667,16.4
21/11/1979,19.27266667,16.29873333,13.2388,9.787566667,6.113566667,3.201233333,16.4
22/11/1979,19.27563333,16.3021,13.24246667,9.789933333,6.113266667,3.2007,16.4
23/11/1979,19.2785,16.30573333,13.2464,9.792733333,6.1146,3.2006,16.4
24/11/1979,19.28076667,16.3094,13.25016667,9.7959,6.1167,3.2003,16.4
25/11/1979,19.28236667,16.313,13.25406667,9.798666667,6.119433333,3.2001,16.4
26/11/1979,19.28306667,16.3163,13.2579,9.8017,6.1229,3.200633333,16.4
27/11/1979,19.2822,16.31886667,13.262,9.805,6.1273,3.2022,16.4
28/11/1979,19.28013333,16.32016667,13.26493333,9.808333333,6.132966667,3.203866667,16.4
29/11/1979,19.27776667,16.32236667,13.26556667,9.8118,6.140733333,3.2056,16.4
30/11/1979,19.2738,16.32213333,13.26383333,9.815733333,6.145333333,3.207566667,16.4
1/12/1979,19.272,16.32066667,13.2611,9.819933333,6.146466667,3.211066667,16.4
2/12/1979,19.26916667,16.3179,13.25853333,9.824933333,6.1487,3.2194,16.4
3/12/1979,19.26853333,16.31843333,13.25496667,9.830233333,6.150633333,3.225666667,16.4
4/12/1979,19.2678,16.3219,13.25496667,9.835766667,6.153733333,3.231966667,16.4
5/12/1979,19.26703333,16.3241,13.2561,9.841966667,6.1538,3.234266667,16.4
6/12/1979,19.2664,16.32403333,13.25566667,9.847733333,6.152366667,3.2339,16.4
7/12/1979,19.2642,16.32413333,13.25416667,9.852833333,6.1537,3.235266667,16.4
8/12/1979,19.26386667,16.325,13.2529,9.8582,6.1562,3.238433333,16.4
9/12/1979,19.26286667,16.3269,13.2522,9.860566667,6.158566667,3.240366667,16.4
10/12/1979,19.26086667,16.3289,13.25266667,9.8619,6.1613,3.2419,16.4
11/12/1979,19.2603,16.33046667,13.2525,9.859666667,6.165166667,3.2444,16.4
12/12/1979,19.25833333,16.33036667,13.25026667,9.8579,6.1673,3.2443,16.4
13/12/1979,19.2565,16.33026667,13.24753333,9.858566667,6.166866667,3.2429,16.4
14/12/1979,19.2574,16.3299,13.2447,9.860366667,6.166466667,3.242433333,16.4
15/12/1979,19.25796667,16.32926667,13.2424,9.862833333,6.167066667,3.2442,16.4
16/12/1979,19.2579,16.32866667,13.24033333,9.8652,6.167466667,3.246333333,16.4
17/12/1979,19.25743333,16.32843333,13.23816667,9.868633333,6.166566667,3.248966667,16.4
18/12/1979,19.2574,16.3286,13.23646667,9.871233333,6.1646,3.2515,16.4
19/12/1979,19.25726667,16.32836667,13.23466667,9.872,6.1633,3.2534,16.4
20/12/1979,19.256,16.3283,13.23243333,9.872566667,6.1621,3.2548,16.4
21/12/1979,19.25223333,16.3276,13.23023333,9.873633333,6.163633333,3.2559,16.4
22/12/1979,19.2487,16.3254,13.22736667,9.873766667,6.165533333,3.256266667,16.4
23/12/1979,19.24673333,16.32313333,13.22466667,9.8727,6.165866667,3.257566667,16.4
24/12/1979,19.24456667,16.3212,13.22186667,9.8712,6.165366667,3.259066667,16.4
25/12/1979,19.2429,16.31956667,13.21866667,9.8701,6.164,3.260066667,16.4
26/12/1979,19.24186667,16.3182,13.21563333,9.868866667,6.161866667,3.260566667,16.4
27/12/1979,19.24246667,16.31726667,13.21283333,9.867933333,6.158866667,3.260233333,16.4
28/12/1979,19.2447,16.3174,13.21103333,9.8672,6.154766667,3.2596,16.4
29/12/1979,19.24786667,16.3169,13.21086667,9.8661,6.148366667,3.258733333,16.4
30/12/1979,19.2522,16.31896667,13.2131,9.864433333,6.1451,3.257266667,16.4
31/12/1979,19.25426667,16.32193333,13.216,9.8622,6.1453,3.254733333,16.4
1/01/1980,19.25706667,16.32653333,13.2192,9.858966667,6.144666667,3.2476,16.4
2/01/1980,19.25746667,16.3276,13.22356667,9.855566667,6.145233333,3.243333333,16.4
3/01/1980,19.25866667,16.32646667,13.225,9.852,6.144433333,3.2392,16.4
4/01/1980,19.26173333,16.32673333,13.2256,9.848733333,6.146333333,3.2385,16.4
5/01/1980,19.26386667,16.32833333,13.22703333,9.845833333,6.149466667,3.239766667,16.4
6/01/1980,19.26653333,16.3289,13.22936667,9.843033333,6.1498,3.238833333,16.4
7/01/1980,19.26726667,16.3282,13.23173333,9.839633333,6.1489,3.236266667,16.4
8/01/1980,19.2674,16.32596667,13.23283333,9.838766667,6.147833333,3.2345,16.4
9/01/1980,19.26763333,16.32473333,13.23263333,9.8381,6.146133333,3.2327,16.4
10/01/1980,19.26773333,16.32456667,13.2325,9.8407,6.143133333,3.230933333,16.4
11/01/1980,19.26803333,16.3252,13.2331,9.842733333,6.141066667,3.231066667,16.4
12/01/1980,19.26803333,16.32523333,13.2337,9.841966667,6.140333333,3.2314,16.4
13/01/1980,19.26683333,16.3262,13.23416667,9.8398,6.140166667,3.231466667,16.4
14/01/1980,19.26563333,16.32763333,13.23503333,9.837866667,6.140833333,3.230633333,16.4
15/01/1980,19.26496667,16.32926667,13.2355,9.836166667,6.141833333,3.229666667,16.4
16/01/1980,19.2646,16.32966667,13.23523333,9.8345,6.1431,3.227933333,16.4
17/01/1980,19.26413333,16.3297,13.2347,9.833233333,6.145233333,3.2268,16.4
18/01/1980,19.26326667,16.3295,13.23343333,9.833433333,6.146966667,3.225433333,16.4
19/01/1980,19.2631,16.32856667,13.23223333,9.833566667,6.148633333,3.2239,16.4
20/01/1980,19.26483333,16.32776667,13.23156667,9.833166667,6.1501,3.223166667,16.4
21/01/1980,19.26606667,16.32776667,13.23126667,9.8335,6.150833333,3.223366667,16.4
22/01/1980,19.26583333,16.328,13.23123333,9.834233333,6.1515,3.222566667,16.4
23/01/1980,19.2664,16.32793333,13.23123333,9.8352,6.152233333,3.2218,16.4
24/01/1980,19.2672,16.32756667,13.23116667,9.836133333,6.1532,3.220733333,16.4
25/01/1980,19.26843333,16.327,13.23086667,9.836766667,6.154133333,3.2195,16.4
26/01/1980,19.26933333,16.32663333,13.2306,9.8369,6.154766667,3.2184,16.4
27/01/1980,19.26953333,16.3263,13.2307,9.836433333,6.155266667,3.217166667,16.4
28/01/1980,19.2688,16.3259,13.23123333,9.836533333,6.1562,3.216266667,16.4
29/01/1980,19.2678,16.3252,13.2316,9.837133333,6.157133333,3.2159,16.4
30/01/1980,19.26776667,16.32423333,13.23193333,9.837866667,6.157833333,3.215633333,16.4
31/01/1980,19.26806667,16.3233,13.23213333,9.838766667,6.158233333,3.2154,16.4
1/02/1980,19.2682,16.3226,13.23186667,9.839466667,6.157733333,3.2144,16.4
2/02/1980,19.26743333,16.32173333,13.23153333,9.84,6.157433333,3.213166667,16.4
3/02/1980,19.2659,16.32033333,13.23126667,9.839966667,6.157466667,3.212266667,16.4
4/02/1980,19.26473333,16.31973333,13.23126667,9.8398,6.157766667,3.2119,16.4
5/02/1980,19.2644,16.31976667,13.23106667,9.8401,6.1581,3.211633333,16.4
6/02/1980,19.26456667,16.3202,13.2302,9.840433333,6.158433333,3.211533333,16.4
7/02/1980,19.26553333,16.32086667,13.22976667,9.840833333,6.158833333,3.2113,16.4
8/02/1980,19.2666,16.3205,13.23033333,9.841566667,6.159466667,3.211266667,16.4
9/02/1980,19.26673333,16.31956667,13.23086667,9.842533333,6.160133333,3.211266667,16.4
10/02/1980,19.2671,16.31856667,13.23086667,9.843466667,6.160933333,3.211533333,16.4
11/02/1980,19.26773333,16.3175,13.2307,9.844366667,6.162233333,3.212766667,16.4
12/02/1980,19.2684,16.31633333,13.23093333,9.845833333,6.163433333,3.214033333,16.4
13/02/1980,19.26906667,16.31536667,13.2309,9.846666667,6.164,3.214733333,16.4
14/02/1980,19.26973333,16.31383333,13.2308,9.846733333,6.164033333,3.214366667,16.4
15/02/1980,19.2704,16.31366667,13.23133333,9.8468,6.1639,3.214366667,16.4
16/02/1980,19.2708,16.3136,13.23176667,9.846966667,6.163333333,3.213466667,16.4
17/02/1980,19.27026667,16.31336667,13.2326,9.846666667,6.162966667,3.212666667,16.4
18/02/1980,19.26983333,16.31333333,13.23393333,9.846666667,6.162633333,3.212666667,16.4
19/02/1980,19.26926667,16.31333333,13.23423333,9.8478,6.162366667,3.212966667,16.4
20/02/1980,19.2689,16.31326667,13.23383333,9.848866667,6.162333333,3.2133,16.4
21/02/1980,19.2685,16.3129,13.23276667,9.849966667,6.162333333,3.213433333,16.4
22/02/1980,19.26786667,16.31226667,13.2312,9.8502,6.162333333,3.212966667,16.4
23/02/1980,19.2672,16.31166667,13.2299,9.8498,6.162133333,3.212933333,16.4
24/02/1980,19.2666,16.3113,13.22886667,9.85,6.1612,3.2128,16.4
25/02/1980,19.26603333,16.31103333,13.22793333,9.8501,6.160266667,3.212333333,16.4
26/02/1980,19.26476667,16.311,13.2272,9.8504,6.1595,3.212266667,16.4
27/02/1980,19.26356667,16.311,13.22623333,9.850733333,6.158533333,3.212266667,16.4
28/02/1980,19.26283333,16.31093333,13.22523333,9.851066667,6.157733333,3.2122,16.4
29/02/1980,19.26216667,16.31056667,13.22416667,9.851333333,6.157666667,3.211966667,16.4
1/03/1980,19.26136667,16.30993333,13.223,9.851366667,6.157666667,3.2121,16.4
2/03/1980,19.26013333,16.30913333,13.2222,9.8513,6.157733333,3.2128,16.4
3/03/1980,19.25936667,16.3079,13.22116667,9.851133333,6.1581,3.213833333,16.4
4/03/1980,19.2596,16.30693333,13.21986667,9.851433333,6.1586,3.214933333,16.4
5/03/1980,19.25993333,16.30596667,13.21853333,9.851766667,6.158533333,3.2152,16.4
6/03/1980,19.26026667,16.30433333,13.2174,9.8519,6.1578,3.214833333,16.4
7/03/1980,19.26053333,16.30356667,13.21706667,9.8511,6.156433333,3.214266667,16.4
8/03/1980,19.2605,16.30303333,13.21683333,9.849566667,6.1548,3.2137,16.4
9/03/1980,19.26036667,16.30303333,13.21596667,9.848133333,6.153133333,3.212433333,16.4
10/03/1980,19.26096667,16.30333333,13.2154,9.8465,6.151466667,3.2111,16.4
11/03/1980,19.26156667,16.30373333,13.21533333,9.8449,6.1498,3.209833333,16.4
12/03/1980,19.2618,16.3043,13.21533333,9.843466667,6.148133333,3.2088,16.4
13/03/1980,19.2615,16.30446667,13.21533333,9.841966667,6.146533333,3.207866667,16.4
14/03/1980,19.2611,16.304,13.21533333,9.841066667,6.145233333,3.2073,16.4
15/03/1980,19.26046667,16.30376667,13.21526667,9.840633333,6.1442,3.207266667,16.4
16/03/1980,19.2598,16.30283333,13.21503333,9.839966667,6.143266667,3.2074,16.4
17/03/1980,19.25926667,16.30203333,13.215,9.8393,6.142633333,3.208133333,16.4
18/03/1980,19.25923333,16.30196667,13.21493333,9.8387,6.142266667,3.2093,16.4
19/03/1980,19.25923333,16.3019,13.21456667,9.8382,6.141866667,3.2099,16.4
20/03/1980,19.25916667,16.30173333,13.21406667,9.837133333,6.141166667,3.2099,16.4
21/03/1980,19.25886667,16.302,13.21413333,9.835466667,6.1402,3.209533333,16.4
22/03/1980,19.25853333,16.30233333,13.2148,9.833633333,6.1392,3.209066667,16.4
23/03/1980,19.2582,16.30266667,13.21586667,9.832366667,6.1382,3.209533333,16.4
24/03/1980,19.2578,16.303,13.2171,9.831666667,6.1374,3.210933333,16.4
25/03/1980,19.25716667,16.30326667,13.21806667,9.831066667,6.1376,3.2129,16.4
26/03/1980,19.25696667,16.3033,13.21863333,9.8307,6.138766667,3.2147,16.4
27/03/1980,19.25833333,16.30336667,13.2186,9.8303,6.139866667,3.2156,16.4
28/03/1980,19.2594,16.30383333,13.2185,9.8295,6.1409,3.215733333,16.4
29/03/1980,19.2604,16.30493333,13.21923333,9.828366667,6.141,3.216033333,16.4
30/03/1980,19.2614,16.30666667,13.22053333,9.827733333,6.141166667,3.216233333,16.4
31/03/1980,19.26253333,16.30886667,13.2218,9.8275,6.1421,3.215933333,16.4
1/04/1980,19.26436667,16.31083333,13.22283333,9.827866667,6.1429,3.215466667,16.4
2/04/1980,19.26656667,16.3124,13.2237,9.828366667,6.142833333,3.214466667,16.4
3/04/1980,19.2672,16.31326667,13.22406667,9.828466667,6.142366667,3.213233333,16.4
4/04/1980,19.2668,16.31353333,13.22446667,9.8287,6.142366667,3.2124,16.4
5/04/1980,19.26586667,16.3142,13.22503333,9.8288,6.142733333,3.2124,16.4
6/04/1980,19.2648,16.3139,13.2254,9.829233333,6.1434,3.2127,16.4
7/04/1980,19.2637,16.3132,13.22573333,9.83,6.144133333,3.2133,16.4
8/04/1980,19.2633,16.31216667,13.22593333,9.8302,6.1451,3.2148,16.4
9/04/1980,19.26296667,16.31093333,13.2256,9.831,6.1461,3.2161,16.4
10/04/1980,19.2627,16.30996667,13.22503333,9.832266667,6.147033333,3.217066667,16.4
11/04/1980,19.26286667,16.30943333,13.2248,9.8324,6.147666667,3.217833333,16.4
12/04/1980,19.26373333,16.30943333,13.22516667,9.8324,6.1481,3.218733333,16.4
13/04/1980,19.2645,16.3098,13.22586667,9.832466667,6.148866667,3.219633333,16.4
14/04/1980,19.26546667,16.31056667,13.2267,9.832833333,6.150233333,3.221233333,16.4
15/04/1980,19.26633333,16.31193333,13.227,9.833633333,6.1518,3.2229,16.4
16/04/1980,19.26653333,16.31323333,13.2269,9.834866667,6.1531,3.224166667,16.4
17/04/1980,19.266,16.3134,13.22633333,9.835966667,6.154133333,3.223966667,16.4
18/04/1980,19.2657,16.31383333,13.2261,9.837233333,6.155133333,3.223766667,16.4
19/04/1980,19.2656,16.3147,13.2263,9.8383,6.156133333,3.223966667,16.4
20/04/1980,19.26556667,16.3152,13.22633333,9.839733333,6.157066667,3.224066667,16.4
21/04/1980,19.26646667,16.31526667,13.22646667,9.841733333,6.157766667,3.224333333,16.4
22/04/1980,19.2674,16.31666667,13.22706667,9.843966667,6.158433333,3.2241,16.4
23/04/1980,19.2681,16.319,13.22773333,9.8461,6.159033333,3.222733333,16.4
24/04/1980,19.26856667,16.32126667,13.22833333,9.848433333,6.159066667,3.220766667,16.4
25/04/1980,19.2681,16.3218,13.2285,9.849933333,6.157833333,3.219033333,16.4
26/04/1980,19.26703333,16.32103333,13.22776667,9.8515,6.156366667,3.218466667,16.4
27/04/1980,19.2665,16.31936667,13.2262,9.852733333,6.154566667,3.2186,16.4
28/04/1980,19.26563333,16.31723333,13.2237,9.852966667,6.152933333,3.218466667,16.4
29/04/1980,19.26506667,16.31456667,13.22153333,9.851466667,6.1501,3.218866667,16.4
30/04/1980,19.26503333,16.3118,13.2202,9.849666667,6.146466667,3.219833333,16.4
1/05/1980,19.2647,16.3101,13.2193,9.847366667,6.143966667,3.220966667,16.4
2/05/1980,19.2632,16.30996667,13.21916667,9.845033333,6.1427,3.222633333,16.4
3/05/1980,19.2619,16.31006667,13.22003333,9.8427,6.142033333,3.224733333,16.4
4/05/1980,19.261,16.3107,13.22053333,9.840433333,6.1418,3.2271,16.4
5/05/1980,19.26066667,16.31123333,13.22026667,9.838533333,6.142266667,3.228466667,16.4
6/05/1980,19.2609,16.3116,13.2198,9.837233333,6.143533333,3.229366667,16.4
7/05/1980,19.26133333,16.31313333,13.219,9.8364,6.144666667,3.229666667,16.4
8/05/1980,19.25953333,16.31473333,13.21876667,9.8362,6.145066667,3.2297,16.4
9/05/1980,19.2596,16.31586667,13.21903333,9.8356,6.1454,3.229766667,16.4
10/05/1980,19.25956667,16.31616667,13.2195,9.835466667,6.1458,3.230133333,16.4
11/05/1980,19.25926667,16.31586667,13.22033333,9.837266667,6.146566667,3.2307,16.4
12/05/1980,19.25906667,16.31553333,13.22063333,9.839,6.1477,3.231066667,16.4
13/05/1980,19.2594,16.3152,13.22066667,9.839933333,6.1483,3.231333333,16.4
14/05/1980,19.26006667,16.31506667,13.22086667,9.841266667,6.148333333,3.231233333,16.4
15/05/1980,19.26053333,16.31553333,13.2218,9.8416,6.148333333,3.2305,16.4
16/05/1980,19.26026667,16.31556667,13.22293333,9.841733333,6.148333333,3.2293,16.4
17/05/1980,19.2598,16.3154,13.22443333,9.842133333,6.1484,3.228333333,16.4
18/05/1980,19.2588,16.3144,13.22543333,9.842,6.148766667,3.227566667,16.4
19/05/1980,19.2577,16.3131,13.22606667,9.8421,6.149266667,3.226666667,16.4
20/05/1980,19.25713333,16.31183333,13.22643333,9.841166667,6.1493,3.2261,16.4
21/05/1980,19.2563,16.31053333,13.2267,9.8389,6.1493,3.226166667,16.4
22/05/1980,19.25593333,16.30816667,13.22666667,9.836466667,6.149233333,3.226933333,16.4
23/05/1980,19.2558,16.30513333,13.22636667,9.834466667,6.149,3.2282,16.4
24/05/1980,19.25646667,16.3024,13.22623333,9.8317,6.1491,3.229533333,16.4
25/05/1980,19.2573,16.30216667,13.227,9.829333333,6.1498,3.230733333,16.4
26/05/1980,19.25756667,16.3034,13.2288,9.827,6.150966667,3.231366667,16.4
27/05/1980,19.2574,16.3046,13.23146667,9.825,6.152633333,3.231733333,16.4
28/05/1980,19.25753333,16.30533333,13.23423333,9.824566667,6.153366667,3.232,16.4
29/05/1980,19.25713333,16.30593333,13.2361,9.825433333,6.1541,3.231833333,16.4
30/05/1980,19.25603333,16.30616667,13.2371,9.8265,6.1552,3.230833333,16.4
31/05/1980,19.25453333,16.3057,13.23773333,9.8278,6.1571,3.229433333,16.4
1/06/1980,19.25363333,16.3045,13.23803333,9.829266667,6.159533333,3.2278,16.4
2/06/1980,19.25336667,16.3035,13.2381,9.831166667,6.160433333,3.226133333,16.4
3/06/1980,19.25366667,16.30256667,13.23853333,9.832866667,6.160966667,3.224866667,16.4
4/06/1980,19.25413333,16.30206667,13.23963333,9.834466667,6.159533333,3.225,16.4
5/06/1980,19.2549,16.3024,13.24136667,9.8359,6.157,3.225,16.4
6/06/1980,19.25563333,16.3028,13.2435,9.8376,6.155166667,3.224766667,16.4
7/06/1980,19.25796667,16.3021,13.24513333,9.839566667,6.155733333,3.223666667,16.4
8/06/1980,19.25746667,16.3009,13.24643333,9.841366667,6.158133333,3.2231,16.4
9/06/1980,19.2563,16.29986667,13.2472,9.842166667,6.1614,3.223166667,16.4
10/06/1980,19.25563333,16.2988,13.24683333,9.8418,6.163966667,3.223866667,16.4
11/06/1980,19.2554,16.29776667,13.24593333,9.840866667,6.163533333,3.224633333,16.4
12/06/1980,19.25556667,16.29766667,13.2453,9.839533333,6.162366667,3.2245,16.4
13/06/1980,19.25513333,16.29753333,13.24503333,9.8372,6.160366667,3.223633333,16.4
14/06/1980,19.25406667,16.29696667,13.24513333,9.835466667,6.1584,3.223,16.4
15/06/1980,19.25263333,16.2967,13.24553333,9.8338,6.157666667,3.222833333,16.4
16/06/1980,19.25196667,16.29673333,13.24513333,9.832266667,6.157233333,3.223566667,16.4
17/06/1980,19.25173333,16.297,13.24403333,9.8312,6.156666667,3.224866667,16.4
18/06/1980,19.25193333,16.29696667,13.2426,9.830333333,6.156433333,3.2262,16.4
19/06/1980,19.25196667,16.29673333,13.2419,9.830166667,6.156666667,3.227466667,16.4
20/06/1980,19.25193333,16.29666667,13.24156667,9.830766667,6.156433333,3.228233333,16.4
21/06/1980,19.2518,16.2965,13.2413,9.831366667,6.1554,3.227833333,16.4
22/06/1980,19.25243333,16.29713333,13.2414,9.8318,6.155,3.226833333,16.4
23/06/1980,19.25353333,16.29883333,13.24196667,9.8325,6.154733333,3.2256,16.4
24/06/1980,19.2549,16.29973333,13.2422,9.833666667,6.154766667,3.224633333,16.4
25/06/1980,19.25506667,16.29966667,13.2418,9.8358,6.155266667,3.224,16.4
26/06/1980,19.25396667,16.2989,13.2406,9.8386,6.1568,3.223833333,16.4
27/06/1980,19.252,16.29766667,13.23843333,9.8409,6.159266667,3.224566667,16.4
28/06/1980,19.25013333,16.2967,13.2366,9.8428,6.161333333,3.2258,16.4
29/06/1980,19.2507,16.29613333,13.23563333,9.844,6.162733333,3.226666667,16.4
30/06/1980,19.25386667,16.29633333,13.2354,9.844166667,6.1616,3.227,16.4
1/07/1980,19.25603333,16.29776667,13.23563333,9.843266667,6.159566667,3.227033333,16.4
2/07/1980,19.25686667,16.2999,13.23566667,9.842466667,6.1592,3.226966667,16.4
3/07/1980,19.25676667,16.30143333,13.23573333,9.842466667,6.158733333,3.226533333,16.4
4/07/1980,19.25686667,16.30203333,13.23583333,9.8427,6.159966667,3.225633333,16.4
5/07/1980,19.2564,16.3017,13.23516667,9.842566667,6.161633333,3.2251,16.4
6/07/1980,19.2563,16.3003,13.23426667,9.841766667,6.162766667,3.225233333,16.4
7/07/1980,19.25603333,16.3008,13.23363333,9.8401,6.161533333,3.226033333,16.4
8/07/1980,19.25606667,16.30273333,13.23333333,9.8382,6.1584,3.2262,16.4
9/07/1980,19.25626667,16.30496667,13.23336667,9.8365,6.1541,3.225433333,16.4
10/07/1980,19.25593333,16.307,13.2338,9.834966667,6.150166667,3.223766667,16.4
11/07/1980,19.2551,16.30866667,13.2347,9.834033333,6.148966667,3.222,16.4
12/07/1980,19.25343333,16.309,13.2352,9.833733333,6.1484,3.221,16.4
13/07/1980,19.2516,16.30866667,13.23486667,9.833633333,6.1483,3.2203,16.4
14/07/1980,19.25066667,16.30803333,13.23416667,9.833266667,6.147666667,3.219633333,16.4
15/07/1980,19.2517,16.30756667,13.23333333,9.832566667,6.1458,3.2191,16.4
16/07/1980,19.2539,16.30803333,13.23303333,9.831533333,6.144,3.219,16.4
17/07/1980,19.25636667,16.30946667,13.23303333,9.830366667,6.1432,3.218733333,16.4
18/07/1980,19.25593333,16.31133333,13.23316667,9.829733333,6.143333333,3.2187,16.4
19/07/1980,19.25543333,16.31166667,13.2336,9.829366667,6.143166667,3.2187,16.4
20/07/1980,19.25646667,16.31156667,13.23333333,9.828966667,6.143566667,3.218766667,16.4
21/07/1980,19.25733333,16.31216667,13.233,9.8282,6.144266667,3.219033333,16.4
22/07/1980,19.25843333,16.31243333,13.23233333,9.826833333,6.1442,3.2191,16.4
23/07/1980,19.25813333,16.31143333,13.23043333,9.825266667,6.1448,3.219333333,16.4
24/07/1980,19.2556,16.31096667,13.22863333,9.8237,6.1452,3.219366667,16.4
25/07/1980,19.25506667,16.31043333,13.2276,9.821366667,6.144366667,3.2193,16.4
26/07/1980,19.2562,16.31046667,13.2271,9.818866667,6.1425,3.218866667,16.4
27/07/1980,19.25843333,16.31083333,13.22736667,9.816766667,6.141066667,3.217766667,16.4
28/07/1980,19.26023333,16.31146667,13.22756667,9.8145,6.140766667,3.216333333,16.4
29/07/1980,19.2593,16.31193333,13.22716667,9.812533333,6.140933333,3.2156,16.4
30/07/1980,19.2557,16.3115,13.22606667,9.811166667,6.1407,3.215066667,16.4
31/07/1980,19.254,16.31016667,13.22443333,9.810833333,6.140633333,3.214933333,16.4
1/08/1980,19.25463333,16.30876667,13.2229,9.8097,6.140366667,3.214766667,16.4
2/08/1980,19.25673333,16.3086,13.22183333,9.807766667,6.140533333,3.2149,16.4
3/08/1980,19.25733333,16.30956667,13.2211,9.806033333,6.141533333,3.214966667,16.4
4/08/1980,19.25666667,16.3108,13.2213,9.8055,6.142833333,3.2161,16.4
5/08/1980,19.25486667,16.31136667,13.2212,9.806033333,6.1443,3.217133333,16.4
6/08/1980,19.25413333,16.31006667,13.2206,9.807766667,6.1462,3.218,16.4
7/08/1980,19.25266667,16.30766667,13.21986667,9.809766667,6.147766667,3.218433333,16.4
8/08/1980,19.25186667,16.30396667,13.21896667,9.810733333,6.1486,3.218866667,16.4
9/08/1980,19.2523,16.30206667,13.21833333,9.811033333,6.1486,3.2186,16.4
10/08/1980,19.2535,16.3015,13.2181,9.810933333,6.1483,3.218266667,16.4
11/08/1980,19.25446667,16.30176667,13.21813333,9.8103,6.148166667,3.218066667,16.4
12/08/1980,19.25533333,16.3021,13.21723333,9.8099,6.149166667,3.218666667,16.4
13/08/1980,19.25686667,16.30236667,13.21616667,9.8106,6.1518,3.220433333,16.4
14/08/1980,19.25816667,16.3023,13.2148,9.8119,6.1547,3.221666667,16.4
15/08/1980,19.25886667,16.30196667,13.21346667,9.8133,6.155933333,3.2223,16.4
16/08/1980,19.25883333,16.30153333,13.21353333,9.814733333,6.155566667,3.222466667,16.4
17/08/1980,19.26076667,16.30096667,13.21406667,9.815533333,6.1535,3.2218,16.4
18/08/1980,19.2626,16.30223333,13.21333333,9.8167,6.152,3.2209,16.4
19/08/1980,19.26166667,16.3047,13.21293333,9.8185,6.1514,3.220333333,16.4
