Date,SA Only_ Ops - Daily Total Barrage Released (ML.day^-1)
2013-09-29,45.75
2013-09-30,14355.43
2013-10-01,-6372.3800000000001
2013-10-02,-82.379999999999995
2013-10-03,6911.8500000000004
2013-10-04,31847.91
2013-10-05,32583.970000000001
2013-10-06,0
2013-10-07,31314.68
2013-10-08,34097.660000000003
2013-10-09,33068.690000000002
2013-10-10,11061.459999999999
2013-10-11,28265.48
2013-10-12,20745.59
2013-10-13,-81.590000000000003
2013-10-14,24.390000000000001
2013-10-15,18998.23
2013-10-16,29721.610000000001
2013-10-17,-16723.509999999998
2013-10-18,1797.6099999999999
2013-10-19,15283.25
2013-10-20,19979.790000000001
2013-10-21,21150.720000000001
2013-10-22,21424.389999999999
2013-10-23,-1566.3599999999999
2013-10-24,12.81
2013-10-25,26.77
2013-10-26,2742.2800000000002
2013-10-27,5953.0600000000004
2013-10-28,3654.3099999999999
2013-10-29,3828.52
2013-10-30,4149.6999999999998
2013-10-31,4449.0699999999997
2013-11-01,1900.5
2013-11-02,894.63999999999999
2013-11-03,6.1100000000000003
2013-11-04,1030.3
2013-11-05,2003.5899999999999
2013-11-06,1815.3900000000001
2013-11-07,1300.48
2013-11-08,603.07000000000005
2013-11-09,909.95000000000005
2013-11-10,1806.9200000000001
2013-11-11,1844.95
2013-11-12,1883.6700000000001
2013-11-13,2240.0599999999999
2013-11-14,2602.6999999999998
2013-11-15,2675.3800000000001
2013-11-16,2597.8600000000001
2013-11-17,2560.3000000000002
2013-11-18,2538.8200000000002
2013-11-19,1068.3599999999999
2013-11-20,1459.52
2013-11-21,3116
2013-11-22,3102.0500000000002
2013-11-23,3013.6500000000001
2013-11-24,3473.6999999999998
2013-11-25,3793.7399999999998
2013-11-26,3624.1900000000001
2013-11-27,2774.27
2013-11-28,1711.24
2013-11-29,1638.98
2013-11-30,1950.1800000000001
2013-12-01,1912.24
2013-12-02,1565.5
2013-12-03,1494.3399999999999
2013-12-04,1774.75
2013-12-05,-4.7999999999999998
2013-12-06,2603.4899999999998
2013-12-07,5138.0500000000002
2013-12-08,4953.8900000000003
2013-12-09,3965.96
2013-12-10,3004.4699999999998
2013-12-11,3001.4200000000001
2013-12-12,3088.3299999999999
2013-12-13,2891.1399999999999
2013-12-14,2605.6900000000001
2013-12-15,2794.3299999999999
2013-12-16,2341.1599999999999
2013-12-17,1787.5699999999999
2013-12-18,1715.1800000000001
2013-12-19,1642.4200000000001
2013-12-20,807.84000000000003
2013-12-21,1545.49
2013-12-22,1736.6099999999999
2013-12-23,1790.1600000000001
2013-12-24,2197.9299999999998
2013-12-25,2182.7399999999998
2013-12-26,1736.3
2013-12-27,2236.5900000000001
2013-12-28,1708.22
2013-12-29,2058.6999999999998
2013-12-30,2196.7800000000002
2013-12-31,1979.29
2014-01-01,1979.29
2014-01-02,1502.53
2014-01-03,483.24000000000001
2014-01-04,14.9
2014-01-05,13.58
2014-01-06,297.75999999999999
2014-01-07,794.20000000000005
2014-01-08,1135.6900000000001
2014-01-09,937.50999999999999
2014-01-10,1180.5999999999999
2014-01-11,817.45000000000005
2014-01-12,923.70000000000005
2014-01-13,992.96000000000004
2014-01-14,966.28999999999996
2014-01-15,967.13999999999999
2014-01-16,966.90999999999997
2014-01-17,575.76999999999998
2014-01-18,18.07
2014-01-19,20.890000000000001
2014-01-20,510.75999999999999
2014-01-21,797.35000000000002
2014-01-22,871.83000000000004
2014-01-23,871.15999999999997
2014-01-24,698.88
2014-01-25,796.73000000000002
2014-01-26,899.38999999999999
2014-01-27,850.24000000000001
2014-01-28,704.47000000000003
2014-01-29,631.38999999999999
2014-01-30,726.24000000000001
2014-01-31,635.55999999999995
2014-02-01,456.83999999999997
2014-02-02,291.97000000000003
2014-02-03,103.95999999999999
2014-02-04,256.36000000000001
2014-02-05,299.33999999999997
2014-02-06,264.32999999999998
2014-02-07,276.51999999999998
2014-02-08,304.66000000000003
2014-02-09,185.81999999999999
2014-02-10,274.44999999999999
2014-02-11,294.77999999999997
2014-02-12,284.94
2014-02-13,307.56999999999999
2014-02-14,313.24000000000001
2014-02-15,211.97
2014-02-16,234.88999999999999
2014-02-17,289.20999999999998
2014-02-18,270.49000000000001
2014-02-19,106.58
2014-02-20,203.13999999999999
2014-02-21,234.81
2014-02-22,254.74000000000001
2014-02-23,284.63
2014-02-24,278.66000000000003
2014-02-25,250.96000000000001
2014-02-26,241.63
2014-02-27,246.66
2014-02-28,297.97000000000003
2014-03-01,412.05000000000001
2014-03-02,445.5
2014-03-03,465.54000000000002
2014-03-04,451.61000000000001
2014-03-05,361.63999999999999
2014-03-06,421.02999999999997
2014-03-07,436.73000000000002
2014-03-08,486.19
2014-03-09,466.81
2014-03-10,461.87
2014-03-11,415.01999999999998
2014-03-12,424.54000000000002
2014-03-13,459.72000000000003
2014-03-14,295.29000000000002
2014-03-15,6.75
2014-03-16,4.1399999999999997
2014-03-17,9.0399999999999991
2014-03-18,162.28999999999999
2014-03-19,384.73000000000002
2014-03-20,471.44
2014-03-21,121.17
2014-03-22,16.690000000000001
2014-03-23,13.68
2014-03-24,291.72000000000003
2014-03-25,767.14999999999998
2014-03-26,1107.0999999999999
2014-03-27,1126.79
2014-03-28,1079.5
2014-03-29,1070.48
2014-03-30,1140.46
2014-03-31,1399.6800000000001
2014-04-01,1386.8699999999999
2014-04-02,946.32000000000005
2014-04-03,693.24000000000001
2014-04-04,888.57000000000005
2014-04-05,1721.6199999999999
2014-04-06,1835.0799999999999
2014-04-07,1961.96
2014-04-08,1800.24
2014-04-09,2098.5100000000002
2014-04-10,1871.73
2014-04-11,2140.6700000000001
2014-04-12,2827.2800000000002
2014-04-13,2597.9000000000001
2014-04-14,2644.1100000000001
2014-04-15,2825.5500000000002
2014-04-16,2624
2014-04-17,2206.98
2014-04-18,1462.1700000000001
2014-04-19,1869.96
2014-04-20,2042.6800000000001
2014-04-21,2409.1599999999999
2014-04-22,1661.96
2014-04-23,2178.8099999999999
2014-04-24,2059.0900000000001
2014-04-25,2608.4099999999999
2014-04-26,2067.1399999999999
2014-04-27,2832.96
2014-04-28,3304.5300000000002
2014-04-29,1422.0899999999999
2014-04-30,1469.52
2014-05-01,2077.6999999999998
2014-05-02,561.44000000000005
2014-05-03,-13.710000000000001
2014-05-04,15.050000000000001
2014-05-05,1512.8800000000001
2014-05-06,2843.21
2014-05-07,3130.5100000000002
2014-05-08,3496.7600000000002
2014-05-09,3412.6900000000001
2014-05-10,2706.8400000000001
2014-05-11,2599.9699999999998
2014-05-12,2762.1999999999998
2014-05-13,2895.0900000000001
2014-05-14,2656.96
2014-05-15,2295.7600000000002
2014-05-16,2385.6700000000001
2014-05-17,2289.0599999999999
2014-05-18,2181.1300000000001
2014-05-19,2239.8299999999999
2014-05-20,2354.3200000000002
2014-05-21,2564.6199999999999
2014-05-22,2451.5999999999999
2014-05-23,2350.8200000000002
2014-05-24,2478.3600000000001
2014-05-25,2369.4499999999998
2014-05-26,2192.04
2014-05-27,743.58000000000004
2014-05-28,773.38
2014-05-29,1140.1700000000001
2014-05-30,1717.28
2014-05-31,2013.1900000000001
2014-06-01,1704.6400000000001
2014-06-02,2137.6399999999999
2014-06-03,2139.0999999999999
2014-06-04,2110.4899999999998
2014-06-05,2181.8699999999999
2014-06-06,2299.0900000000001
2014-06-07,2355.0700000000002
2014-06-08,2496.6399999999999
2014-06-09,2768.48
2014-06-10,2948.98
2014-06-11,2545.3600000000001
2014-06-12,1782.04
2014-06-13,765.38999999999999
2014-06-14,5.5599999999999996
2014-06-15,12.49
2014-06-16,687.47000000000003
2014-06-17,1809.05
2014-06-18,2654.5799999999999
2014-06-19,2773.7600000000002
2014-06-20,1527.28
2014-06-21,1613.8800000000001
2014-06-22,2515.73
2014-06-23,300.63999999999999
2014-06-24,-36.93
2014-06-25,-14.67
2014-06-26,0.68999999999999995
2014-06-27,13.99
2014-06-28,-26.800000000000001
2014-06-29,-35.359999999999999
2014-06-30,-6.6699999999999999
2014-07-01,2695.3800000000001
2014-07-02,4696.3900000000003
2014-07-03,4696.3900000000003
2014-07-04,2660.5300000000002
2014-07-05,8.3900000000000006
2014-07-06,655.25
2014-07-07,3359.79
2014-07-08,4025.0100000000002
2014-07-09,696.87
2014-07-10,-29.920000000000002
2014-07-11,14.289999999999999
2014-07-12,16.800000000000001
2014-07-13,31.969999999999999
2014-07-14,4124.1499999999996
2014-07-15,6777.9200000000001
2014-07-16,3829.5900000000001
2014-07-17,-5.5099999999999998
2014-07-18,2562.5700000000002
2014-07-19,6689.2399999999998
2014-07-20,8630.3400000000001
2014-07-21,8948.0100000000002
2014-07-22,9062.7999999999993
2014-07-23,9973.4400000000005
2014-07-24,8715.4300000000003
2014-07-25,7784.8599999999997
2014-07-26,7991.6800000000003
2014-07-27,8393.9799999999996
2014-07-28,7232.7299999999996
2014-07-29,4839.1099999999997
2014-07-30,3143.1999999999998
2014-07-31,1664.5699999999999
2014-08-01,-35.799999999999997
2014-08-02,17.859999999999999
2014-08-03,1687.98
2014-08-04,3075.9200000000001
2014-08-05,3000.02
2014-08-06,5697.29
2014-08-07,8704.6800000000003
2014-08-08,10013.16
2014-08-09,11573.790000000001
2014-08-10,13033.41
2014-08-11,19280.869999999999
2014-08-12,17888.77
2014-08-13,19229.279999999999
2014-08-14,19328.389999999999
2014-08-15,22534.990000000002
2014-08-16,23524.470000000001
2014-08-17,22494.09
2014-08-18,22614.970000000001
2014-08-19,22174.700000000001
2014-08-20,21924.650000000001
2014-08-21,17211
2014-08-22,18378.040000000001
2014-08-23,17204.389999999999
2014-08-24,11449.34
2014-08-25,5047.54
2014-08-26,2548.8699999999999
2014-08-27,2594.1799999999998
2014-08-28,2621.1399999999999
2014-08-29,2724.54
2014-08-30,2803.0500000000002
2014-08-31,2780.6199999999999
2014-09-01,2095.9899999999998
2014-09-02,2201.23
2014-09-03,2927.5799999999999
2014-09-04,2965.3099999999999
2014-09-05,2750.98
2014-09-06,2908.7199999999998
2014-09-07,3201.5700000000002
2014-09-08,3706.5999999999999
2014-09-09,2107.0700000000002
2014-09-10,1385.45
2014-09-11,1006.55
2014-09-12,2034.55
2014-09-13,2563.5300000000002
2014-09-14,2661.1399999999999
2014-09-15,1887.5999999999999
2014-09-16,1724.1700000000001
2014-09-17,1581.9000000000001
2014-09-18,1962.6900000000001
2014-09-19,2204.9299999999998
2014-09-20,2251.1700000000001
2014-09-21,2239.0900000000001
2014-09-22,2247.9200000000001
2014-09-23,2274.8200000000002
2014-09-24,1897.05
2014-09-25,1729.9200000000001
2014-09-26,1936.0899999999999
2014-09-27,2085.0599999999999
2014-09-28,1798.3299999999999
2014-09-29,1451.9400000000001
2014-09-30,830.03999999999996
2014-10-01,1415.72
2014-10-02,1843.01
2014-10-03,2094.0300000000002
2014-10-04,1869.8199999999999
2014-10-05,1912.3199999999999
2014-10-06,1811.54
2014-10-07,1308.1099999999999
2014-10-08,1770.4200000000001
2014-10-09,2044.9400000000001
2014-10-10,1463.26
2014-10-11,867.99000000000001
2014-10-12,748.42999999999995
2014-10-13,708.92999999999995
2014-10-14,1557.1600000000001
2014-10-15,1943.0999999999999
2014-10-16,2010.8399999999999
2014-10-17,2386.7399999999998
2014-10-18,2349.4099999999999
2014-10-19,1980.76
2014-10-20,2304.2199999999998
2014-10-21,2488.1799999999998
2014-10-22,1701.48
2014-10-23,1966.79
2014-10-24,2066.8400000000001
2014-10-25,2037.4000000000001
2014-10-26,2105.9699999999998
2014-10-27,433.81999999999999
2014-10-28,621.78999999999996
2014-10-29,1330.6300000000001
2014-10-30,1712.72
2014-10-31,1692.1900000000001
2014-11-01,8.1500000000000004
2014-11-02,267.58999999999997
2014-11-03,1583.6300000000001
2014-11-04,1501.28
2014-11-05,1729.51
2014-11-06,2008.02
2014-11-07,2130.3099999999999
2014-11-08,1539.9100000000001
2014-11-09,1696.26
2014-11-10,1720.6199999999999
2014-11-11,1994.3699999999999
2014-11-12,2272.48
2014-11-13,2239.8200000000002
2014-11-14,1872.5599999999999
2014-11-15,2101.1300000000001
2014-11-16,1675.79
2014-11-17,1944.4400000000001
2014-11-18,2123.7800000000002
2014-11-19,2386.0599999999999
2014-11-20,2012.1600000000001
2014-11-21,2068.98
2014-11-22,2305.5999999999999
2014-11-23,2116.04
2014-11-24,1240.8199999999999
2014-11-25,1602.9000000000001
2014-11-26,1963.26
2014-11-27,2080.4099999999999
2014-11-28,2256.3299999999999
2014-11-29,2371.1900000000001
2014-11-30,2105.52
2014-12-01,1862.73
2014-12-02,2246.1599999999999
2014-12-03,2213.1199999999999
2014-12-04,1640.05
2014-12-05,1665.5699999999999
2014-12-06,1117.6800000000001
2014-12-07,1468.1199999999999
2014-12-08,1824.6300000000001
2014-12-09,2080.8499999999999
2014-12-10,1771.1900000000001
2014-12-11,1523.95
2014-12-12,2312.6300000000001
2014-12-13,2266.8099999999999
2014-12-14,2078.3200000000002
2014-12-15,2126.71
2014-12-16,1328.1500000000001
2014-12-17,1867.28
2014-12-18,1386.75
2014-12-19,1701.6500000000001
2014-12-20,1922.4100000000001
2014-12-21,1839.8800000000001
2014-12-22,1328.02
2014-12-23,861.77999999999997
2014-12-24,960.52999999999997
2014-12-25,600.44000000000005
2014-12-26,625.39999999999998
2014-12-27,904.90999999999997
2014-12-28,1011.3200000000001
2014-12-29,446.51999999999998
2014-12-30,485.43000000000001
2014-12-31,928.85000000000002
2015-01-01,1153.1800000000001
2015-01-02,1219.04
2015-01-03,882.52999999999997
2015-01-04,829.13
2015-01-05,953.66999999999996
2015-01-06,1028.0999999999999
2015-01-07,943.14999999999998
2015-01-08,746.60000000000002
2015-01-09,663.59000000000003
2015-01-10,776.60000000000002
2015-01-11,753.75999999999999
2015-01-12,830.82000000000005
2015-01-13,527.48000000000002
2015-01-14,646.25999999999999
2015-01-15,947.07000000000005
2015-01-16,975.47000000000003
2015-01-17,809.10000000000002
2015-01-18,928.87
2015-01-19,1261.4300000000001
2015-01-20,1691.5799999999999
2015-01-21,2719.04
2015-01-22,2807.1900000000001
2015-01-23,2303.7600000000002
2015-01-24,1252.8299999999999
2015-01-25,862.36000000000001
2015-01-26,1787.6600000000001
2015-01-27,2026.9200000000001
2015-01-28,2465.75
2015-01-29,2322.3099999999999
2015-01-30,2867.75
2015-01-31,2949.27
2015-02-01,2559.4499999999998
2015-02-02,2625.3899999999999
2015-02-03,2754.75
2015-02-04,2489.8200000000002
2015-02-05,2809.9400000000001
2015-02-06,2551.1399999999999
2015-02-07,2108.2399999999998
2015-02-08,1654.9100000000001
2015-02-09,2101.3299999999999
2015-02-10,2085.3400000000001
2015-02-11,1637.4200000000001
2015-02-12,1444.1900000000001
2015-02-13,1787.52
2015-02-14,1931.3699999999999
2015-02-15,1610.04
2015-02-16,1289.01
2015-02-17,1399.46
2015-02-18,1518.3699999999999
2015-02-19,1748.25
2015-02-20,1527.54
2015-02-21,1592.74
2015-02-22,1435.75
2015-02-23,430.63
2015-02-24,833.71000000000004
2015-02-25,1497.78
2015-02-26,1492.0699999999999
2015-02-27,2036.98
2015-02-28,1798.1199999999999
2015-03-01,1215.1600000000001
2015-03-02,2311.8800000000001
2015-03-03,3100.4099999999999
2015-03-04,2544.6999999999998
2015-03-05,1319.9200000000001
2015-03-06,1444.0799999999999
2015-03-07,1936.72
2015-03-08,2204.4400000000001
2015-03-09,2005.79
2015-03-10,2255.0599999999999
2015-03-11,2125.0500000000002
2015-03-12,1974
2015-03-13,2555.7199999999998
2015-03-14,2366.1799999999998
2015-03-15,2389.4000000000001
2015-03-16,3096.1300000000001
2015-03-17,2124.1300000000001
2015-03-18,1295
2015-03-19,505.06
2015-03-20,1009.12
2015-03-21,1945.1900000000001
2015-03-22,3081.1799999999998
2015-03-23,742.90999999999997
2015-03-24,1865.8900000000001
2015-03-25,2490.25
2015-03-26,-10.9
2015-03-27,902.13999999999999
2015-03-28,1765.73
2015-03-29,1808.0599999999999
2015-03-30,1164.3199999999999
2015-03-31,581.27999999999997
2015-04-01,473.06
2015-04-02,453.31
2015-04-03,629.58000000000004
2015-04-04,624.64999999999998
2015-04-05,180.88
2015-04-06,-6.9500000000000002
2015-04-07,-12.58
2015-04-08,753.15999999999997
2015-04-09,1321.5999999999999
2015-04-10,2008.9100000000001
2015-04-11,2280.3299999999999
2015-04-12,2300.7600000000002
2015-04-13,2345.1199999999999
2015-04-14,2789.4499999999998
2015-04-15,2163.1199999999999
2015-04-16,3475.6700000000001
2015-04-17,3435.2800000000002
2015-04-18,1388.5599999999999
2015-04-19,14.93
2015-04-20,2540.4200000000001
2015-04-21,6104.2600000000002
2015-04-22,6219.6999999999998
2015-04-23,6109.2399999999998
2015-04-24,3476.5
2015-04-25,6.4299999999999997
2015-04-26,23.73
2015-04-27,1023.86
2015-04-28,1715.5
2015-04-29,1813.5999999999999
2015-04-30,1847.47
2015-05-01,2084.0900000000001
2015-05-02,1559.1900000000001
2015-05-03,1610.99
2015-05-04,4979.0299999999997
2015-05-05,-42.219999999999999
2015-05-06,-43.899999999999999
2015-05-07,-27.219999999999999
2015-05-08,1328.6199999999999
2015-05-09,4.8399999999999999
2015-05-10,-35.909999999999997
2015-05-11,-29.27
2015-05-12,-33.780000000000001
2015-05-13,-26.890000000000001
2015-05-14,2709.1900000000001
2015-05-15,3831.7800000000002
2015-05-16,2565.2199999999998
2015-05-17,2125.52
2015-05-18,2268.3099999999999
2015-05-19,3102.3800000000001
2015-05-20,562.70000000000005
2015-05-21,788.16999999999996
2015-05-22,1236.8599999999999
2015-05-23,2299.04
2015-05-24,2438.4099999999999
2015-05-25,2376.7800000000002
2015-05-26,5667.6199999999999
2015-05-27,4895.4799999999996
2015-05-28,1908.5799999999999
2015-05-29,1163.1700000000001
2015-05-30,31.02
2015-05-31,24.879999999999999
2015-06-01,649.05999999999995
2015-06-02,1078.4200000000001
2015-06-03,1078.4200000000001
2015-06-04,774.44000000000005
2015-06-05,160.53999999999999
2015-06-06,41.700000000000003
2015-06-07,40.880000000000003
2015-06-08,27.09
2015-06-09,25.530000000000001
2015-06-10,600.25999999999999
2015-06-11,869.47000000000003
2015-06-12,920.79999999999995
2015-06-13,918.61000000000001
2015-06-14,916.82000000000005
2015-06-15,853.97000000000003
2015-06-16,837.38999999999999
2015-06-17,777.33000000000004
2015-06-18,755.63999999999999
2015-06-19,849.66999999999996
2015-06-20,917.32000000000005
2015-06-21,1087.1300000000001
2015-06-22,1188.8499999999999
2015-06-23,901.47000000000003
2015-06-24,861.77999999999997
2015-06-25,796.69000000000005
2015-06-26,889.64999999999998
2015-06-27,903.74000000000001
2015-06-28,905.94000000000005
2015-06-29,894.20000000000005
2015-06-30,897.75
2015-07-01,875.11000000000001
2015-07-02,806.05999999999995
2015-07-03,1613.47
2015-07-04,2283.0799999999999
2015-07-05,2226.2600000000002
2015-07-06,1980.9400000000001
2015-07-07,2050.5300000000002
2015-07-08,3564.4200000000001
2015-07-09,7347.8100000000004
2015-07-10,6588.0200000000004
2015-07-11,-11.59
2015-07-12,-55.520000000000003
2015-07-13,580.01999999999998
2015-07-14,21.030000000000001
2015-07-15,39.170000000000002
2015-07-16,5773.5900000000001
2015-07-17,7898.0500000000002
2015-07-18,8404.9200000000001
2015-07-19,8764.3400000000001
2015-07-20,9117.7199999999993
2015-07-21,9445.8400000000001
2015-07-22,7100.1000000000004
2015-07-23,7397.0600000000004
2015-07-24,4371.9799999999996
2015-07-25,31.960000000000001
2015-07-26,-15.869999999999999
2015-07-27,3095.1900000000001
2015-07-28,7358.1099999999997
2015-07-29,10401.99
2015-07-30,8873.4699999999993
2015-07-31,3866.5500000000002
2015-08-01,51.25
2015-08-02,44.990000000000002
2015-08-03,38.689999999999998
2015-08-04,52.890000000000001
2015-08-05,2795.7600000000002
2015-08-06,17218.200000000001
2015-08-07,18437.130000000001
2015-08-08,11678.129999999999
2015-08-09,12131.49
2015-08-10,3155.5799999999999
2015-08-11,570.91999999999996
2015-08-12,160.49000000000001
2015-08-13,524.52999999999997
2015-08-14,1447
2015-08-15,1556.6600000000001
2015-08-16,1608.8199999999999
2015-08-17,1446.6400000000001
2015-08-18,2233.3200000000002
2015-08-19,2956.6599999999999
2015-08-20,2455.2600000000002
2015-08-21,1697.6600000000001
2015-08-22,1596.5899999999999
2015-08-23,1622.45
2015-08-24,1636.3800000000001
2015-08-25,1799.3900000000001
2015-08-26,1831.96
2015-08-27,3095.5599999999999
2015-08-28,3447.4699999999998
