date,Pike,L5,low inund,max inund,low inund_Slow,max inund_Slow,max inund early
29/08/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
30/08/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
31/08/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
1/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
2/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
3/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
4/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
5/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
6/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
7/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
8/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
9/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
10/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
11/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
12/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
13/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
14/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
15/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
16/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
17/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
18/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
19/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
20/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
21/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
22/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
23/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
24/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
25/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
26/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
27/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
28/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
29/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
30/09/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
1/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
2/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
3/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
4/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
5/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
6/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
7/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
8/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
9/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
10/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
11/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
12/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
13/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
14/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
15/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
16/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
17/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
18/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
19/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
20/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
21/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
22/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
23/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
24/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
25/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
26/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
27/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
28/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
29/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
30/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
31/10/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
1/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
2/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
3/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
4/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
5/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
6/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
7/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
8/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
9/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
10/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
11/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
12/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
13/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
14/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
15/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
16/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
17/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
18/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
19/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
20/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
21/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
22/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
23/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
24/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
25/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
26/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
27/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
28/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
29/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
30/11/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
1/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
2/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
3/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
4/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
5/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
6/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
7/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
8/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
9/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
10/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
11/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
12/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
13/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
14/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
15/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
16/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
17/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
18/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
19/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
20/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
21/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
22/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
23/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
24/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
25/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
26/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
27/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
28/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
29/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
30/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
31/12/2008,14.55,16.3,14.55,14.55,14.55,14.55,14.55
