Date,b-sairrsw.70,b-sacount.70,b-srstock.224,b-mamanad.224,b-mbonknt.224,Eastern Mount Lofty Range
8/11/1988,1736,126,0,125,48,58
9/11/1988,1736,126,0,125,48,56
10/11/1988,1736,126,0,125,48,56
11/11/1988,1736,126,0,125,48,55
12/11/1988,1736,126,0,125,48,53
13/11/1988,1736,126,0,125,48,52
14/11/1988,1736,126,0,125,48,52
15/11/1988,1736,126,0,125,48,53
16/11/1988,1736,126,0,125,48,53
17/11/1988,1736,126,0,125,48,53
18/11/1988,1736,126,0,125,48,52
19/11/1988,1736,126,0,125,48,51
20/11/1988,1736,126,0,125,48,51
21/11/1988,1736,126,0,125,48,94
22/11/1988,1736,126,0,125,48,118
23/11/1988,1736,126,0,125,48,123
24/11/1988,1736,126,0,125,48,121
25/11/1988,1736,126,0,125,48,121
26/11/1988,1736,126,0,125,48,124
27/11/1988,1736,126,0,125,48,124
28/11/1988,1736,126,0,125,48,119
29/11/1988,1736,126,0,125,48,112
30/11/1988,1736,126,0,125,48,104
1/12/1988,2064,128,13,163,128,96
2/12/1988,2064,128,13,163,128,88
3/12/1988,2064,128,13,163,128,81
4/12/1988,2064,128,13,163,128,76
5/12/1988,2064,128,13,163,128,72
6/12/1988,2064,128,13,163,128,68
7/12/1988,2064,128,13,163,128,64
8/12/1988,2064,128,13,163,128,60
9/12/1988,2064,128,13,163,128,56
10/12/1988,2064,128,13,163,128,53
11/12/1988,2064,128,13,163,128,50
12/12/1988,2064,128,13,163,128,48
13/12/1988,2064,128,13,163,128,46
14/12/1988,2064,128,13,163,128,44
15/12/1988,2064,128,13,163,128,41
16/12/1988,2064,128,13,163,128,39
17/12/1988,2064,128,13,163,128,38
18/12/1988,2064,128,13,163,128,37
19/12/1988,2064,128,13,163,128,36
20/12/1988,2064,128,13,163,128,36
21/12/1988,2064,128,13,163,128,37
22/12/1988,2064,128,13,163,128,37
23/12/1988,2064,128,13,163,128,36
24/12/1988,2064,128,13,163,128,35
25/12/1988,2064,128,13,163,128,34
26/12/1988,2064,128,13,163,128,36
27/12/1988,2064,128,13,163,128,36
28/12/1988,2064,128,13,163,128,36
29/12/1988,2064,128,13,163,128,34
30/12/1988,2064,128,13,163,128,33
31/12/1988,2064,128,13,163,128,32
1/01/1989,2134,176,26,185,120,31
2/01/1989,2134,176,26,185,120,29
3/01/1989,2134,176,26,185,120,29
4/01/1989,2134,176,26,185,120,28
5/01/1989,2134,176,26,185,120,28
6/01/1989,2134,176,26,185,120,27
7/01/1989,2134,176,26,185,120,27
8/01/1989,2134,176,26,185,120,26
9/01/1989,2134,176,26,185,120,26
10/01/1989,2134,176,26,185,120,26
11/01/1989,2134,176,26,185,120,26
12/01/1989,2134,176,26,185,120,26
13/01/1989,2134,176,26,185,120,26
14/01/1989,2134,176,26,185,120,25
15/01/1989,2134,176,26,185,120,24
16/01/1989,2134,176,26,185,120,23
17/01/1989,2134,176,26,185,120,23
18/01/1989,2134,176,26,185,120,22
19/01/1989,2134,176,26,185,120,22
20/01/1989,2134,176,26,185,120,22
21/01/1989,2134,176,26,185,120,22
22/01/1989,2134,176,26,185,120,22
23/01/1989,2134,176,26,185,120,21
24/01/1989,2134,176,26,185,120,21
25/01/1989,2134,176,26,185,120,20
26/01/1989,2134,176,26,185,120,19
27/01/1989,2134,176,26,185,120,19
28/01/1989,2134,176,26,185,120,18
29/01/1989,2134,176,26,185,120,18
30/01/1989,2134,176,26,185,120,18
31/01/1989,2134,176,26,185,120,18
1/02/1989,2013,176,26,152,83,19
2/02/1989,2013,176,26,152,83,19
3/02/1989,2013,176,26,152,83,19
4/02/1989,2013,176,26,152,83,19
5/02/1989,2013,176,26,152,83,20
6/02/1989,2013,176,26,152,83,19
7/02/1989,2013,176,26,152,83,19
8/02/1989,2013,176,26,152,83,19
9/02/1989,2013,176,26,152,83,20
10/02/1989,2013,176,26,152,83,21
11/02/1989,2013,176,26,152,83,21
12/02/1989,2013,176,26,152,83,21
13/02/1989,2013,176,26,152,83,20
14/02/1989,2013,176,26,152,83,20
15/02/1989,2013,176,26,152,83,20
16/02/1989,2013,176,26,152,83,19
17/02/1989,2013,176,26,152,83,19
18/02/1989,2013,176,26,152,83,18
19/02/1989,2013,176,26,152,83,18
20/02/1989,2013,176,26,152,83,18
21/02/1989,2013,176,26,152,83,18
22/02/1989,2013,176,26,152,83,18
23/02/1989,2013,176,26,152,83,18
24/02/1989,2013,176,26,152,83,17
25/02/1989,2013,176,26,152,83,17
26/02/1989,2013,176,26,152,83,17
27/02/1989,2013,176,26,152,83,16
28/02/1989,2013,176,26,152,83,16
1/03/1989,1444,123,14,167,88,15
2/03/1989,1444,123,14,167,88,16
3/03/1989,1444,123,14,167,88,16
4/03/1989,1444,123,14,167,88,17
5/03/1989,1444,123,14,167,88,17
6/03/1989,1444,123,14,167,88,18
7/03/1989,1444,123,14,167,88,18
8/03/1989,1444,123,14,167,88,18
9/03/1989,1444,123,14,167,88,18
10/03/1989,1444,123,14,167,88,18
11/03/1989,1444,123,14,167,88,18
12/03/1989,1444,123,14,167,88,18
13/03/1989,1444,123,14,167,88,18
14/03/1989,1444,123,14,167,88,18
15/03/1989,1444,123,14,167,88,18
16/03/1989,1444,123,14,167,88,18
17/03/1989,1444,123,14,167,88,18
18/03/1989,1444,123,14,167,88,18
19/03/1989,1444,123,14,167,88,18
20/03/1989,1444,123,14,167,88,18
21/03/1989,1444,123,14,167,88,19
22/03/1989,1444,123,14,167,88,19
23/03/1989,1444,123,14,167,88,18
24/03/1989,1444,123,14,167,88,18
25/03/1989,1444,123,14,167,88,18
26/03/1989,1444,123,14,167,88,18
27/03/1989,1444,123,14,167,88,18
28/03/1989,1444,123,14,167,88,18
29/03/1989,1444,123,14,167,88,17
30/03/1989,1444,123,14,167,88,17
31/03/1989,1444,123,14,167,88,17
1/04/1989,1013,89,1,164,88,17
2/04/1989,1013,89,1,164,88,18
3/04/1989,1013,89,1,164,88,18
4/04/1989,1013,89,1,164,88,18
5/04/1989,1013,89,1,164,88,18
6/04/1989,1013,89,1,164,88,18
7/04/1989,1013,89,1,164,88,19
8/04/1989,1013,89,1,164,88,19
9/04/1989,1013,89,1,164,88,19
10/04/1989,1013,89,1,164,88,19
11/04/1989,1013,89,1,164,88,19
12/04/1989,1013,89,1,164,88,55
13/04/1989,1013,89,1,164,88,70
14/04/1989,1013,89,1,164,88,64
15/04/1989,1013,89,1,164,88,52
16/04/1989,1013,89,1,164,88,42
17/04/1989,1013,89,1,164,88,36
18/04/1989,1013,89,1,164,88,32
19/04/1989,1013,89,1,164,88,28
20/04/1989,1013,89,1,164,88,25
21/04/1989,1013,89,1,164,88,23
22/04/1989,1013,89,1,164,88,22
23/04/1989,1013,89,1,164,88,21
24/04/1989,1013,89,1,164,88,20
25/04/1989,1013,89,1,164,88,20
26/04/1989,1013,89,1,164,88,44
27/04/1989,1013,89,1,164,88,60
28/04/1989,1013,89,1,164,88,60
29/04/1989,1013,89,1,164,88,52
30/04/1989,1013,89,1,164,88,46
1/05/1989,497,63,2,123,64,41
2/05/1989,497,63,2,123,64,37
3/05/1989,497,63,2,123,64,35
4/05/1989,497,63,2,123,64,39
5/05/1989,497,63,2,123,64,42
6/05/1989,497,63,2,123,64,47
7/05/1989,497,63,2,123,64,47
8/05/1989,497,63,2,123,64,44
9/05/1989,497,63,2,123,64,113
10/05/1989,497,63,2,123,64,129
11/05/1989,497,63,2,123,64,112
12/05/1989,497,63,2,123,64,93
13/05/1989,497,63,2,123,64,81
14/05/1989,497,63,2,123,64,73
15/05/1989,497,63,2,123,64,68
16/05/1989,497,63,2,123,64,66
17/05/1989,497,63,2,123,64,62
18/05/1989,497,63,2,123,64,58
19/05/1989,497,63,2,123,64,56
20/05/1989,497,63,2,123,64,56
21/05/1989,497,63,2,123,64,55
22/05/1989,497,63,2,123,64,74
23/05/1989,497,63,2,123,64,81
24/05/1989,497,63,2,123,64,78
25/05/1989,497,63,2,123,64,71
26/05/1989,497,63,2,123,64,63
27/05/1989,497,63,2,123,64,55
28/05/1989,497,63,2,123,64,48
29/05/1989,497,63,2,123,64,75
30/05/1989,497,63,2,123,64,101
31/05/1989,497,63,2,123,64,106
1/06/1989,315,49,0,136,9,97
2/06/1989,315,49,0,136,9,85
3/06/1989,315,49,0,136,9,75
4/06/1989,315,49,0,136,9,68
5/06/1989,315,49,0,136,9,69
6/06/1989,315,49,0,136,9,73
7/06/1989,315,49,0,136,9,81
8/06/1989,315,49,0,136,9,82
9/06/1989,315,49,0,136,9,139
10/06/1989,315,49,0,136,9,170
11/06/1989,315,49,0,136,9,178
12/06/1989,315,49,0,136,9,165
13/06/1989,315,49,0,136,9,150
14/06/1989,315,49,0,136,9,172
15/06/1989,315,49,0,136,9,177
16/06/1989,315,49,0,136,9,191
17/06/1989,315,49,0,136,9,195
18/06/1989,315,49,0,136,9,359
19/06/1989,315,49,0,136,9,1028
20/06/1989,315,49,0,136,9,1213
21/06/1989,315,49,0,136,9,1110
22/06/1989,315,49,0,136,9,931
23/06/1989,315,49,0,136,9,802
24/06/1989,315,49,0,136,9,696
25/06/1989,315,49,0,136,9,599
26/06/1989,315,49,0,136,9,494
27/06/1989,315,49,0,136,9,403
28/06/1989,315,49,0,136,9,332
29/06/1989,315,49,0,136,9,277
30/06/1989,315,49,0,136,9,234
1/07/1989,277,51,0,19,9,200
2/07/1989,277,51,0,19,9,178
3/07/1989,277,51,0,19,9,165
4/07/1989,277,51,0,19,9,154
5/07/1989,277,51,0,19,9,148
6/07/1989,277,51,0,19,9,290
7/07/1989,277,51,0,19,9,370
8/07/1989,277,51,0,19,9,463
9/07/1989,277,51,0,19,9,931
10/07/1989,277,51,0,19,9,1568
11/07/1989,277,51,0,19,9,1615
12/07/1989,277,51,0,19,9,1416
13/07/1989,277,51,0,19,9,1154
14/07/1989,277,51,0,19,9,919
15/07/1989,277,51,0,19,9,728
16/07/1989,277,51,0,19,9,579
17/07/1989,277,51,0,19,9,470
18/07/1989,277,51,0,19,9,402
19/07/1989,277,51,0,19,9,353
20/07/1989,277,51,0,19,9,311
21/07/1989,277,51,0,19,9,277
22/07/1989,277,51,0,19,9,250
23/07/1989,277,51,0,19,9,237
24/07/1989,277,51,0,19,9,229
25/07/1989,277,51,0,19,9,224
26/07/1989,277,51,0,19,9,217
27/07/1989,277,51,0,19,9,208
28/07/1989,277,51,0,19,9,194
29/07/1989,277,51,0,19,9,707
30/07/1989,277,51,0,19,9,923
31/07/1989,277,51,0,19,9,1558
1/08/1989,450,53,0,8,11,1669
2/08/1989,450,53,0,8,11,1472
3/08/1989,450,53,0,8,11,1195
4/08/1989,450,53,0,8,11,959
5/08/1989,450,53,0,8,11,874
6/08/1989,450,53,0,8,11,808
7/08/1989,450,53,0,8,11,815
8/08/1989,450,53,0,8,11,808
9/08/1989,450,53,0,8,11,790
10/08/1989,450,53,0,8,11,743
11/08/1989,450,53,0,8,11,681
12/08/1989,450,53,0,8,11,610
13/08/1989,450,53,0,8,11,533
14/08/1989,450,53,0,8,11,461
15/08/1989,450,53,0,8,11,417
16/08/1989,450,53,0,8,11,427
17/08/1989,450,53,0,8,11,410
18/08/1989,450,53,0,8,11,378
19/08/1989,450,53,0,8,11,337
20/08/1989,450,53,0,8,11,352
21/08/1989,450,53,0,8,11,343
22/08/1989,450,53,0,8,11,486
23/08/1989,450,53,0,8,11,633
24/08/1989,450,53,0,8,11,650
25/08/1989,450,53,0,8,11,630
26/08/1989,450,53,0,8,11,599
27/08/1989,450,53,0,8,11,594
28/08/1989,450,53,0,8,11,612
29/08/1989,450,53,0,8,11,660
30/08/1989,450,53,0,8,11,694
31/08/1989,450,53,0,8,11,753
1/09/1989,1135,61,2,8,11,760
2/09/1989,1135,61,2,8,11,715
3/09/1989,1135,61,2,8,11,635
4/09/1989,1135,61,2,8,11,551
5/09/1989,1135,61,2,8,11,473
6/09/1989,1135,61,2,8,11,409
7/09/1989,1135,61,2,8,11,352
8/09/1989,1135,61,2,8,11,304
9/09/1989,1135,61,2,8,11,286
10/09/1989,1135,61,2,8,11,341
11/09/1989,1135,61,2,8,11,1722
12/09/1989,1135,61,2,8,11,3113
13/09/1989,1135,61,2,8,11,3261
14/09/1989,1135,61,2,8,11,2762
15/09/1989,1135,61,2,8,11,2110
16/09/1989,1135,61,2,8,11,1570
17/09/1989,1135,61,2,8,11,1177
18/09/1989,1135,61,2,8,11,903
19/09/1989,1135,61,2,8,11,719
20/09/1989,1135,61,2,8,11,588
21/09/1989,1135,61,2,8,11,487
22/09/1989,1135,61,2,8,11,412
23/09/1989,1135,61,2,8,11,391
24/09/1989,1135,61,2,8,11,365
25/09/1989,1135,61,2,8,11,339
26/09/1989,1135,61,2,8,11,317
27/09/1989,1135,61,2,8,11,292
28/09/1989,1135,61,2,8,11,266
29/09/1989,1135,61,2,8,11,243
30/09/1989,1135,61,2,8,11,224
1/10/1989,1546,78,0,22,13,220
2/10/1989,1546,78,0,22,13,213
3/10/1989,1546,78,0,22,13,206
4/10/1989,1546,78,0,22,13,207
5/10/1989,1546,78,0,22,13,212
6/10/1989,1546,78,0,22,13,211
7/10/1989,1546,78,0,22,13,204
8/10/1989,1546,78,0,22,13,218
9/10/1989,1546,78,0,22,13,237
10/10/1989,1546,78,0,22,13,410
11/10/1989,1546,78,0,22,13,509
12/10/1989,1546,78,0,22,13,519
13/10/1989,1546,78,0,22,13,483
14/10/1989,1546,78,0,22,13,484
15/10/1989,1546,78,0,22,13,455
16/10/1989,1546,78,0,22,13,411
17/10/1989,1546,78,0,22,13,367
18/10/1989,1546,78,0,22,13,327
19/10/1989,1546,78,0,22,13,290
20/10/1989,1546,78,0,22,13,266
21/10/1989,1546,78,0,22,13,247
22/10/1989,1546,78,0,22,13,228
23/10/1989,1546,78,0,22,13,208
24/10/1989,1546,78,0,22,13,191
25/10/1989,1546,78,0,22,13,182
26/10/1989,1546,78,0,22,13,183
27/10/1989,1546,78,0,22,13,186
28/10/1989,1546,78,0,22,13,183
29/10/1989,1546,78,0,22,13,172
30/10/1989,1546,78,0,22,13,160
31/10/1989,1546,78,0,22,13,159
1/11/1989,2049,92,1,139,75,168
2/11/1989,2049,92,1,139,75,168
3/11/1989,2049,92,1,139,75,159
4/11/1989,2049,92,1,139,75,144
5/11/1989,2049,92,1,139,75,132
6/11/1989,2049,92,1,139,75,321
7/11/1989,2049,92,1,139,75,451
8/11/1989,2049,92,1,139,75,508
9/11/1989,2049,92,1,139,75,496
10/11/1989,2049,92,1,139,75,450
11/11/1989,2049,92,1,139,75,393
12/11/1989,2049,92,1,139,75,337
13/11/1989,2049,92,1,139,75,287
14/11/1989,2049,92,1,139,75,246
15/11/1989,2049,92,1,139,75,217
16/11/1989,2049,92,1,139,75,192
17/11/1989,2049,92,1,139,75,171
18/11/1989,2049,92,1,139,75,154
19/11/1989,2049,92,1,139,75,139
20/11/1989,2049,92,1,139,75,127
21/11/1989,2049,92,1,139,75,117
22/11/1989,2049,92,1,139,75,108
23/11/1989,2049,92,1,139,75,101
24/11/1989,2049,92,1,139,75,96
25/11/1989,2049,92,1,139,75,92
26/11/1989,2049,92,1,139,75,88
27/11/1989,2049,92,1,139,75,85
28/11/1989,2049,92,1,139,75,82
29/11/1989,2049,92,1,139,75,80
30/11/1989,2049,92,1,139,75,131
1/12/1989,2277,114,7,169,67,293
2/12/1989,2277,114,7,169,67,480
3/12/1989,2277,114,7,169,67,591
4/12/1989,2277,114,7,169,67,606
5/12/1989,2277,114,7,169,67,559
6/12/1989,2277,114,7,169,67,488
7/12/1989,2277,114,7,169,67,413
8/12/1989,2277,114,7,169,67,345
9/12/1989,2277,114,7,169,67,287
10/12/1989,2277,114,7,169,67,241
11/12/1989,2277,114,7,169,67,204
12/12/1989,2277,114,7,169,67,175
13/12/1989,2277,114,7,169,67,152
14/12/1989,2277,114,7,169,67,135
15/12/1989,2277,114,7,169,67,122
16/12/1989,2277,114,7,169,67,112
17/12/1989,2277,114,7,169,67,102
18/12/1989,2277,114,7,169,67,95
19/12/1989,2277,114,7,169,67,88
20/12/1989,2277,114,7,169,67,83
21/12/1989,2277,114,7,169,67,79
22/12/1989,2277,114,7,169,67,76
23/12/1989,2277,114,7,169,67,73
24/12/1989,2277,114,7,169,67,71
25/12/1989,2277,114,7,169,67,69
26/12/1989,2277,114,7,169,67,67
27/12/1989,2277,114,7,169,67,65
28/12/1989,2277,114,7,169,67,63
29/12/1989,2277,114,7,169,67,62
30/12/1989,2277,114,7,169,67,60
31/12/1989,2277,114,7,169,67,59
1/01/1990,2307,133,14,190,98,58
2/01/1990,2307,133,14,190,98,56
3/01/1990,2307,133,14,190,98,55
4/01/1990,2307,133,14,190,98,54
5/01/1990,2307,133,14,190,98,53
6/01/1990,2307,133,14,190,98,52
7/01/1990,2307,133,14,190,98,51
8/01/1990,2307,133,14,190,98,50
9/01/1990,2307,133,14,190,98,49
10/01/1990,2307,133,14,190,98,49
11/01/1990,2307,133,14,190,98,48
12/01/1990,2307,133,14,190,98,47
13/01/1990,2307,133,14,190,98,46
14/01/1990,2307,133,14,190,98,45
15/01/1990,2307,133,14,190,98,45
16/01/1990,2307,133,14,190,98,44
17/01/1990,2307,133,14,190,98,44
18/01/1990,2307,133,14,190,98,44
19/01/1990,2307,133,14,190,98,43
20/01/1990,2307,133,14,190,98,43
21/01/1990,2307,133,14,190,98,42
22/01/1990,2307,133,14,190,98,41
23/01/1990,2307,133,14,190,98,40
24/01/1990,2307,133,14,190,98,39
25/01/1990,2307,133,14,190,98,38
26/01/1990,2307,133,14,190,98,38
27/01/1990,2307,133,14,190,98,38
28/01/1990,2307,133,14,190,98,38
29/01/1990,2307,133,14,190,98,37
30/01/1990,2307,133,14,190,98,36
31/01/1990,2307,133,14,190,98,36
1/02/1990,2089,119,11,148,164,36
2/02/1990,2089,119,11,148,164,36
3/02/1990,2089,119,11,148,164,36
4/02/1990,2089,119,11,148,164,36
5/02/1990,2089,119,11,148,164,36
6/02/1990,2089,119,11,148,164,36
7/02/1990,2089,119,11,148,164,36
8/02/1990,2089,119,11,148,164,36
9/02/1990,2089,119,11,148,164,35
10/02/1990,2089,119,11,148,164,35
11/02/1990,2089,119,11,148,164,35
12/02/1990,2089,119,11,148,164,34
13/02/1990,2089,119,11,148,164,34
14/02/1990,2089,119,11,148,164,33
15/02/1990,2089,119,11,148,164,32
16/02/1990,2089,119,11,148,164,31
17/02/1990,2089,119,11,148,164,31
18/02/1990,2089,119,11,148,164,31
19/02/1990,2089,119,11,148,164,31
20/02/1990,2089,119,11,148,164,30
21/02/1990,2089,119,11,148,164,30
22/02/1990,2089,119,11,148,164,29
23/02/1990,2089,119,11,148,164,29
24/02/1990,2089,119,11,148,164,28
25/02/1990,2089,119,11,148,164,28
26/02/1990,2089,119,11,148,164,28
27/02/1990,2089,119,11,148,164,29
28/02/1990,2089,119,11,148,164,29
1/03/1990,1653,124,10,111,101,29
2/03/1990,1653,124,10,111,101,29
3/03/1990,1653,124,10,111,101,29
4/03/1990,1653,124,10,111,101,29
5/03/1990,1653,124,10,111,101,29
6/03/1990,1653,124,10,111,101,28
7/03/1990,1653,124,10,111,101,28
8/03/1990,1653,124,10,111,101,28
9/03/1990,1653,124,10,111,101,27
10/03/1990,1653,124,10,111,101,27
11/03/1990,1653,124,10,111,101,27
12/03/1990,1653,124,10,111,101,27
13/03/1990,1653,124,10,111,101,27
14/03/1990,1653,124,10,111,101,27
15/03/1990,1653,124,10,111,101,27
16/03/1990,1653,124,10,111,101,27
17/03/1990,1653,124,10,111,101,26
18/03/1990,1653,124,10,111,101,26
19/03/1990,1653,124,10,111,101,26
20/03/1990,1653,124,10,111,101,25
21/03/1990,1653,124,10,111,101,25
22/03/1990,1653,124,10,111,101,25
23/03/1990,1653,124,10,111,101,24
24/03/1990,1653,124,10,111,101,24
25/03/1990,1653,124,10,111,101,24
26/03/1990,1653,124,10,111,101,23
27/03/1990,1653,124,10,111,101,23
28/03/1990,1653,124,10,111,101,23
29/03/1990,1653,124,10,111,101,23
30/03/1990,1653,124,10,111,101,23
31/03/1990,1653,124,10,111,101,23
1/04/1990,1092,96,8,209,20,23
2/04/1990,1092,96,8,209,20,24
3/04/1990,1092,96,8,209,20,25
4/04/1990,1092,96,8,209,20,25
5/04/1990,1092,96,8,209,20,25
6/04/1990,1092,96,8,209,20,25
7/04/1990,1092,96,8,209,20,25
8/04/1990,1092,96,8,209,20,25
9/04/1990,1092,96,8,209,20,25
10/04/1990,1092,96,8,209,20,25
11/04/1990,1092,96,8,209,20,25
12/04/1990,1092,96,8,209,20,25
13/04/1990,1092,96,8,209,20,25
14/04/1990,1092,96,8,209,20,28
15/04/1990,1092,96,8,209,20,30
16/04/1990,1092,96,8,209,20,30
17/04/1990,1092,96,8,209,20,29
18/04/1990,1092,96,8,209,20,28
19/04/1990,1092,96,8,209,20,27
20/04/1990,1092,96,8,209,20,26
21/04/1990,1092,96,8,209,20,31
22/04/1990,1092,96,8,209,20,33
23/04/1990,1092,96,8,209,20,33
24/04/1990,1092,96,8,209,20,31
25/04/1990,1092,96,8,209,20,30
26/04/1990,1092,96,8,209,20,29
27/04/1990,1092,96,8,209,20,29
28/04/1990,1092,96,8,209,20,27
29/04/1990,1092,96,8,209,20,26
30/04/1990,1092,96,8,209,20,26
1/05/1990,735,77,0,86,77,25
2/05/1990,735,77,0,86,77,24
3/05/1990,735,77,0,86,77,24
4/05/1990,735,77,0,86,77,24
5/05/1990,735,77,0,86,77,23
6/05/1990,735,77,0,86,77,23
7/05/1990,735,77,0,86,77,24
8/05/1990,735,77,0,86,77,24
9/05/1990,735,77,0,86,77,24
10/05/1990,735,77,0,86,77,24
11/05/1990,735,77,0,86,77,24
12/05/1990,735,77,0,86,77,24
13/05/1990,735,77,0,86,77,24
14/05/1990,735,77,0,86,77,24
15/05/1990,735,77,0,86,77,24
16/05/1990,735,77,0,86,77,23
17/05/1990,735,77,0,86,77,27
18/05/1990,735,77,0,86,77,30
19/05/1990,735,77,0,86,77,30
20/05/1990,735,77,0,86,77,29
21/05/1990,735,77,0,86,77,28
22/05/1990,735,77,0,86,77,27
23/05/1990,735,77,0,86,77,25
24/05/1990,735,77,0,86,77,25
25/05/1990,735,77,0,86,77,25
26/05/1990,735,77,0,86,77,26
27/05/1990,735,77,0,86,77,26
28/05/1990,735,77,0,86,77,26
29/05/1990,735,77,0,86,77,25
30/05/1990,735,77,0,86,77,24
31/05/1990,735,77,0,86,77,24
1/06/1990,491,59,1,77,87,24
2/06/1990,491,59,1,77,87,26
3/06/1990,491,59,1,77,87,27
4/06/1990,491,59,1,77,87,27
5/06/1990,491,59,1,77,87,26
6/06/1990,491,59,1,77,87,25
7/06/1990,491,59,1,77,87,25
8/06/1990,491,59,1,77,87,24
9/06/1990,491,59,1,77,87,23
10/06/1990,491,59,1,77,87,23
11/06/1990,491,59,1,77,87,22
12/06/1990,491,59,1,77,87,22
13/06/1990,491,59,1,77,87,24
14/06/1990,491,59,1,77,87,25
15/06/1990,491,59,1,77,87,25
16/06/1990,491,59,1,77,87,28
17/06/1990,491,59,1,77,87,35
18/06/1990,491,59,1,77,87,38
19/06/1990,491,59,1,77,87,37
20/06/1990,491,59,1,77,87,34
21/06/1990,491,59,1,77,87,31
22/06/1990,491,59,1,77,87,28
23/06/1990,491,59,1,77,87,26
24/06/1990,491,59,1,77,87,29
25/06/1990,491,59,1,77,87,42
26/06/1990,491,59,1,77,87,62
27/06/1990,491,59,1,77,87,290
28/06/1990,491,59,1,77,87,487
29/06/1990,491,59,1,77,87,702
30/06/1990,491,59,1,77,87,798
1/07/1990,294,57,0,123,12,792
2/07/1990,294,57,0,123,12,1075
3/07/1990,294,57,0,123,12,1042
4/07/1990,294,57,0,123,12,968
5/07/1990,294,57,0,123,12,1581
6/07/1990,294,57,0,123,12,1627
7/07/1990,294,57,0,123,12,1416
8/07/1990,294,57,0,123,12,1171
9/07/1990,294,57,0,123,12,943
10/07/1990,294,57,0,123,12,755
11/07/1990,294,57,0,123,12,605
12/07/1990,294,57,0,123,12,516
13/07/1990,294,57,0,123,12,439
14/07/1990,294,57,0,123,12,406
15/07/1990,294,57,0,123,12,358
16/07/1990,294,57,0,123,12,310
17/07/1990,294,57,0,123,12,271
18/07/1990,294,57,0,123,12,251
19/07/1990,294,57,0,123,12,270
20/07/1990,294,57,0,123,12,272
21/07/1990,294,57,0,123,12,904
22/07/1990,294,57,0,123,12,956
23/07/1990,294,57,0,123,12,932
24/07/1990,294,57,0,123,12,839
25/07/1990,294,57,0,123,12,1325
26/07/1990,294,57,0,123,12,2043
27/07/1990,294,57,0,123,12,2154
28/07/1990,294,57,0,123,12,1922
29/07/1990,294,57,0,123,12,1555
30/07/1990,294,57,0,123,12,1215
31/07/1990,294,57,0,123,12,937
1/08/1990,422,63,0,146,16,733
2/08/1990,422,63,0,146,16,584
3/08/1990,422,63,0,146,16,474
4/08/1990,422,63,0,146,16,431
5/08/1990,422,63,0,146,16,650
6/08/1990,422,63,0,146,16,661
7/08/1990,422,63,0,146,16,611
8/08/1990,422,63,0,146,16,585
9/08/1990,422,63,0,146,16,594
10/08/1990,422,63,0,146,16,623
11/08/1990,422,63,0,146,16,625
12/08/1990,422,63,0,146,16,684
13/08/1990,422,63,0,146,16,706
14/08/1990,422,63,0,146,16,956
15/08/1990,422,63,0,146,16,2264
16/08/1990,422,63,0,146,16,2725
17/08/1990,422,63,0,146,16,2462
18/08/1990,422,63,0,146,16,2021
19/08/1990,422,63,0,146,16,1578
20/08/1990,422,63,0,146,16,1231
21/08/1990,422,63,0,146,16,996
22/08/1990,422,63,0,146,16,1022
23/08/1990,422,63,0,146,16,1042
24/08/1990,422,63,0,146,16,978
25/08/1990,422,63,0,146,16,903
26/08/1990,422,63,0,146,16,793
27/08/1990,422,63,0,146,16,683
28/08/1990,422,63,0,146,16,585
29/08/1990,422,63,0,146,16,518
30/08/1990,422,63,0,146,16,460
31/08/1990,422,63,0,146,16,415
1/09/1990,1014,93,0,55,52,377
2/09/1990,1014,93,0,55,52,360
3/09/1990,1014,93,0,55,52,345
4/09/1990,1014,93,0,55,52,326
5/09/1990,1014,93,0,55,52,306
6/09/1990,1014,93,0,55,52,293
7/09/1990,1014,93,0,55,52,285
8/09/1990,1014,93,0,55,52,278
9/09/1990,1014,93,0,55,52,262
10/09/1990,1014,93,0,55,52,243
11/09/1990,1014,93,0,55,52,227
12/09/1990,1014,93,0,55,52,523
13/09/1990,1014,93,0,55,52,757
14/09/1990,1014,93,0,55,52,787
15/09/1990,1014,93,0,55,52,720
16/09/1990,1014,93,0,55,52,629
17/09/1990,1014,93,0,55,52,542
18/09/1990,1014,93,0,55,52,465
19/09/1990,1014,93,0,55,52,396
20/09/1990,1014,93,0,55,52,341
21/09/1990,1014,93,0,55,52,309
22/09/1990,1014,93,0,55,52,284
23/09/1990,1014,93,0,55,52,264
24/09/1990,1014,93,0,55,52,244
25/09/1990,1014,93,0,55,52,305
26/09/1990,1014,93,0,55,52,325
27/09/1990,1014,93,0,55,52,309
28/09/1990,1014,93,0,55,52,282
29/09/1990,1014,93,0,55,52,259
30/09/1990,1014,93,0,55,52,238
1/10/1990,1514,95,1,180,62,221
2/10/1990,1514,95,1,180,62,205
3/10/1990,1514,95,1,180,62,191
4/10/1990,1514,95,1,180,62,180
5/10/1990,1514,95,1,180,62,178
6/10/1990,1514,95,1,180,62,177
7/10/1990,1514,95,1,180,62,171
8/10/1990,1514,95,1,180,62,168
9/10/1990,1514,95,1,180,62,170
10/10/1990,1514,95,1,180,62,169
11/10/1990,1514,95,1,180,62,174
12/10/1990,1514,95,1,180,62,183
13/10/1990,1514,95,1,180,62,182
14/10/1990,1514,95,1,180,62,174
15/10/1990,1514,95,1,180,62,164
